Date,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM
2015-01-01 00:00:00,25.2,19.7,10.8,1013.1,2.3,8.0,4.0,0.6,12.0
2015-01-01 00:15:00,25.325,19.708333333333332,11.100000000000001,1013.1416666666667,2.0666666666666664,8.0,4.0,0.6,11.833333333333334
2015-01-01 00:30:00,25.45,19.716666666666665,11.4,1013.1833333333334,1.8333333333333333,8.0,4.0,0.6,11.666666666666666
2015-01-01 00:45:00,25.575,19.725,11.700000000000001,1013.225,1.5999999999999999,8.0,4.0,0.6,11.5
2015-01-01 01:00:00,25.7,19.733333333333334,12.0,1013.2666666666667,1.3666666666666667,8.0,4.0,0.6,11.333333333333334
2015-01-01 01:15:00,25.825,19.741666666666667,12.3,1013.3083333333334,1.1333333333333333,8.0,4.0,0.6,11.166666666666666
2015-01-01 01:30:00,25.95,19.75,12.600000000000001,1013.35,0.8999999999999999,8.0,4.0,0.6,11.0
2015-01-01 01:45:00,26.075,19.758333333333333,12.9,1013.3916666666667,0.6666666666666667,8.0,4.0,0.6,10.833333333333334
2015-01-01 02:00:00,26.2,19.766666666666666,13.200000000000001,1013.4333333333334,0.43333333333333335,8.0,4.0,0.6,10.666666666666666
2015-01-01 02:15:00,26.325,19.775,13.5,1013.475,0.20000000000000018,8.0,4.0,0.6,10.5
2015-01-01 02:30:00,26.45,19.783333333333335,13.8,1013.5166666666667,-0.033333333333333215,8.0,4.0,0.6,10.333333333333334
2015-01-01 02:45:00,26.575,19.791666666666668,14.100000000000001,1013.5583333333334,-0.2666666666666666,8.0,4.0,0.6,10.166666666666666
2015-01-01 03:00:00,26.7,19.8,14.4,1013.6,-0.5,8.0,4.0,0.6,10.0
2015-01-01 03:15:00,26.349999999999998,19.95,13.5,1013.5500000000001,-0.5083333333333333,8.0,4.0,0.6,10.0
2015-01-01 03:30:00,26.0,20.1,12.6,1013.5,-0.5166666666666666,8.0,4.0,0.6,10.0
2015-01-01 03:45:00,25.65,20.25,11.7,1013.45,-0.525,8.0,4.0,0.6,10.0
2015-01-01 04:00:00,25.3,20.400000000000002,10.8,1013.4,-0.5333333333333333,8.0,4.0,0.6,10.0
2015-01-01 04:15:00,24.95,20.55,9.9,1013.35,-0.5416666666666666,8.0,4.0,0.6,10.0
2015-01-01 04:30:00,24.6,20.700000000000003,9.0,1013.3,-0.55,8.0,4.0,0.6,10.0
2015-01-01 04:45:00,24.25,20.85,8.100000000000001,1013.25,-0.5583333333333333,8.0,4.0,0.6,10.0
2015-01-01 05:00:00,23.9,21.0,7.2,1013.2,-0.5666666666666667,8.0,4.0,0.6,10.0
2015-01-01 05:15:00,23.55,21.150000000000002,6.300000000000001,1013.15,-0.575,8.0,4.0,0.6,10.0
2015-01-01 05:30:00,23.2,21.3,5.4,1013.1,-0.5833333333333333,8.0,4.0,0.6,10.0
2015-01-01 05:45:00,22.85,21.450000000000003,4.5,1013.05,-0.5916666666666667,8.0,4.0,0.6,10.0
2015-01-01 06:00:00,22.5,21.6,3.6,1013.0,-0.6,8.0,4.0,0.6,10.0
2015-01-01 06:15:00,22.491666666666667,21.46666666666667,3.9,1012.9916666666667,-0.5416666666666666,8.0,4.0,0.6,10.0
2015-01-01 06:30:00,22.483333333333334,21.333333333333336,4.2,1012.9833333333333,-0.48333333333333334,8.0,4.0,0.6,10.0
2015-01-01 06:45:00,22.475,21.200000000000003,4.5,1012.975,-0.425,8.0,4.0,0.6,10.0
2015-01-01 07:00:00,22.466666666666665,21.066666666666666,4.8,1012.9666666666667,-0.3666666666666667,8.0,4.0,0.6,10.0
2015-01-01 07:15:00,22.458333333333332,20.933333333333334,5.1,1012.9583333333334,-0.30833333333333335,8.0,4.0,0.6,10.0
2015-01-01 07:30:00,22.45,20.8,5.4,1012.95,-0.25,8.0,4.0,0.6,10.0
2015-01-01 07:45:00,22.441666666666666,20.666666666666668,5.7,1012.9416666666666,-0.1916666666666667,8.0,4.0,0.6,10.0
2015-01-01 08:00:00,22.433333333333334,20.533333333333335,6.0,1012.9333333333333,-0.13333333333333336,8.0,4.0,0.6,10.0
2015-01-01 08:15:00,22.424999999999997,20.4,6.3,1012.925,-0.07500000000000007,8.0,4.0,0.6,10.0
2015-01-01 08:30:00,22.416666666666664,20.266666666666666,6.6,1012.9166666666666,-0.01666666666666672,8.0,4.0,0.6,10.0
2015-01-01 08:45:00,22.40833333333333,20.133333333333333,6.9,1012.9083333333333,0.04166666666666663,8.0,4.0,0.6,10.0
2015-01-01 09:00:00,22.4,20.0,7.2,1012.9,0.1,8.0,4.0,0.6,10.0
2015-01-01 09:15:00,22.433333333333334,19.96666666666667,6.6000000000000005,1013.0583333333333,0.25,7.833333333333333,3.9166666666666665,0.6,10.0
2015-01-01 09:30:00,22.466666666666665,19.933333333333334,6.0,1013.2166666666667,0.4,7.666666666666667,3.8333333333333335,0.6,10.0
2015-01-01 09:45:00,22.5,19.9,5.4,1013.375,0.5499999999999999,7.5,3.75,0.6,10.0
2015-01-01 10:00:00,22.53333333333333,19.866666666666667,4.800000000000001,1013.5333333333333,0.7,7.333333333333333,3.6666666666666665,0.6,10.0
2015-01-01 10:15:00,22.566666666666666,19.833333333333336,4.2,1013.6916666666666,0.85,7.166666666666667,3.5833333333333335,0.6,10.0
2015-01-01 10:30:00,22.6,19.8,3.6000000000000005,1013.8499999999999,0.9999999999999999,7.0,3.5,0.6,10.0
2015-01-01 10:45:00,22.633333333333333,19.766666666666666,3.0,1014.0083333333333,1.1500000000000001,6.833333333333334,3.416666666666667,0.6,10.0
2015-01-01 11:00:00,22.666666666666668,19.733333333333334,2.4000000000000004,1014.1666666666666,1.3,6.666666666666667,3.3333333333333335,0.6,10.0
2015-01-01 11:15:00,22.7,19.700000000000003,1.8000000000000007,1014.3249999999999,1.45,6.5,3.25,0.6,10.0
2015-01-01 11:30:00,22.733333333333334,19.666666666666668,1.2000000000000002,1014.4833333333333,1.6,6.333333333333334,3.166666666666667,0.6,10.0
2015-01-01 11:45:00,22.766666666666666,19.633333333333333,0.6000000000000005,1014.6416666666667,1.75,6.166666666666667,3.0833333333333335,0.6,10.0
2015-01-01 12:00:00,22.8,19.6,0.0,1014.8,1.9,6.0,3.0,0.6,10.0
2015-01-01 12:15:00,22.84166666666667,19.5,0.6,1014.8166666666666,1.7583333333333333,6.0,3.0,0.6,10.0
2015-01-01 12:30:00,22.883333333333333,19.400000000000002,1.2,1014.8333333333333,1.6166666666666667,6.0,3.0,0.6,10.0
2015-01-01 12:45:00,22.925,19.3,1.7999999999999998,1014.8499999999999,1.4749999999999999,6.0,3.0,0.6,10.0
2015-01-01 13:00:00,22.96666666666667,19.2,2.4,1014.8666666666667,1.3333333333333333,6.0,3.0,0.6,10.0
2015-01-01 13:15:00,23.008333333333333,19.1,3.0,1014.8833333333333,1.1916666666666667,6.0,3.0,0.6,10.0
2015-01-01 13:30:00,23.05,19.0,3.5999999999999996,1014.9,1.0499999999999998,6.0,3.0,0.6,10.0
2015-01-01 13:45:00,23.09166666666667,18.9,4.2,1014.9166666666666,0.9083333333333332,6.0,3.0,0.6,10.0
2015-01-01 14:00:00,23.133333333333333,18.8,4.8,1014.9333333333333,0.7666666666666666,6.0,3.0,0.6,10.0
2015-01-01 14:15:00,23.175,18.7,5.3999999999999995,1014.95,0.625,6.0,3.0,0.6,10.0
2015-01-01 14:30:00,23.21666666666667,18.599999999999998,6.0,1014.9666666666667,0.4833333333333334,6.0,3.0,0.6,10.0
2015-01-01 14:45:00,23.258333333333333,18.5,6.6,1014.9833333333333,0.34166666666666656,6.0,3.0,0.6,10.0
2015-01-01 15:00:00,23.3,18.4,7.2,1015.0,0.2,6.0,3.0,0.6,10.0
2015-01-01 15:15:00,23.283333333333335,18.391666666666666,6.6000000000000005,1014.8916666666667,0.07500000000000001,5.833333333333333,2.8333333333333335,0.6,10.0
2015-01-01 15:30:00,23.266666666666666,18.383333333333333,6.0,1014.7833333333333,-0.04999999999999999,5.666666666666667,2.6666666666666665,0.6,10.0
